,text,labels
8256,دايما انت على حق,0
8257,صناع الفتن تستفزهم انجازات اللواء عثمان ماذا عن تبليط البحر,0
8258,اللهم فرج اموراضاقت بها صدورنا وعجزت بها حيلتنا وقل بهاصبرنا اللهم اسعدقلوبنا بما انت اعلم به منا اللهم اجعل مانريده في حياتنا قريبالناظرنا سعيدالخواطرنا اللهم اسعدناسعادتين الدنيا بخيرهاوالجنة عمان تواجه كورونا اغلاق تقاطع المسفاة بالرستاق,0
8259,الخبر مركز ابحاث روسي يعلن موعد انتاج لقاح كورونا مرحبا بك في موقع الخبر الالكتر مركز ابحاث روسي يعلن موعد انتاج لقاح كورونا,0
8260,هل تعلم لماذا سميت سورة يوسف باحسن القصص لانها تعلمنا ان السجين سيخرج والمريض سيشفى والغايب سيعود والحزين سيفرح والكرب سيزول وان ابتلاء المومن كله خير فمع الله لا يخيب رجاء فلا تياس وثق بالله كورونا,0
8261,اصدر الوزير الاول عبد العزيز جراد الخميس مارس مرسوما جديدا يتضمن توسيع اجراءات الحجر الصحي واضاف البيان ان المرسوم الجديد شمل تسع ولايات وهي باتنة تيزي وزو سطيف قسنطينة المدية وهران بومرداس الوادي و تيبازة كورونا جمعة مباركة,0
8262,السيد نصرالله هناك صداقة بيني وبين جبران باسيل وما عزز العلاقة بيننا هو حرب والويكيليكس لانهما تحدثا بنفس الكلام,0
8263,مطلوب طبيب او استشاري من الرياض قبيلي حضري,0
8264,مالي ارى الناس في رعب يورقهم من الكورونا كان الموت قد وصل يا خايفا من لقاء الموت مرتعدا هل يمنع الخوف امر الله ان نزل الموت كاسا وحتما سوف نشربه لا شك انا سنرحل مثل من رحل فلا تموتوا بداء الخوف وابتسمو لا ينتهي العمر حتى نبلغ الاجل صديقتي بالمدرسه,0
8265,اكبر جريمة ارتكبها السياسيين اللبنانيين هو اختيار ميشيل عون رييسا للبنان,0
8266,موتني يا بسام عجبتني مزحتك,0
8267,محد جاسى شراتي و تلوع في هواه و تسقى لحسراتي في شف لي يهواه ما هاب مخابراتي ولا عذال و وشاه خلي مرضي و علاتي و دوايه و الشفا لو هو سلى و ما يحاتي القلب ما يسلاه جفني انا ما باتي مستارج من وزاه مانع سعيد العتيبة,0
8268,زلزال ايران اللهم احفظ اهل السنة,0
8269,العاصوف العاصوف قللوا الاعلانات شويه,0
8270,بعض المغردين لي بينعقوا مع كل ناعق بيقبض يسمعو منيح السيد شو عم يحكي عن الرييس عون و الوزير جبران باسيل,0
8271,اصيب ولد خويي واخوه الصغير وجده بفايروس كورونا تكفون لاتنسونهم من الدعاء الهي اذهب الباس رب الناس اشفهم وانت الشافي لا شفاء الا شفاوك شفاء لا يغادر سقما اذهب الباس رب الناس بيدك الشفاء لا كاشف له الا انت يارب العالمين,0
8272,انا ادعم تطبيق ابشر اختصر المسافة تطبيق رايع,0
8273,خليك في البيت كورونا الكويت كورونا فيروس كورونا عندما تختنق بسبب الكورونا سيقومون بادخال تلك القطعة المعدنية في حلقك لتوسيع الحلقوم بعدها يدخلون ذلك الانبوب ليصل الى ريتيك ويضخون الاوكسجين البارد فيهما بعدها تصاب بصداع شديد من صوت فلتر الاوكسجين لتجنب كل هذا,0
8274,دخيل البك شو بحبك,0
8275,الغيره ليست بيد المراءه بل مزروعه فيها لكن بعض الاحيان تغض النضر في سبيل اسعاد الزوج او الحبيب ولكن السوال هنا هل يوجد وفاء,0
8276,الصين فيها مليار ونص وما طلع معن نكت اد ما نكتوا علي ب لبنان كورونا سنموت بعد قليل لا داعي للهلع,0
8277,نسال الله الرحمة والمغفرة ل الدكتور عادل العثمان استشاري الامراض المعدية بمدينة الملك عبدالعزيز الطبية بالحرس الوطني الذي انتقل الى رحمة الله اليوم وجعل ماقدمه في ميزان حسناته والهم اهله وذويه الصبر والسلوان كان يحذر المجتمع الى قبل وفاته من كورونا,0
8278,و انتوا كم ارهابي ارسلتوا من طرابلس لسوريا و لا نسيانة,0
8279,سيذهب الوباء ومعه الكرب وياتي رمضان ومعه الفرج باذن الله اين الواثقون بالله فيروس كورونا,0
8280,الجليب قبل كورونا ليست الجليب بعد كورونا هه,0
8281,في زيارته للفعاليات المصاحبة ل موسم عنيزة للتمور في حايط حركان استقبل فريق العمل مدير عام فرع وزارة البيية والمياه والزراعة بمنطقة القصيم واطلع على الفعاليات وعلى الجهات المشاركة وجناح الزراعة مشيدا بمشاركتهم الفعاله,0
8282,انا عقود اين الوعود ياحكومة الجزاير الجديدة موضوعنا سينسيكم من,0
8283,خلينا شغلة شغلة دون خلط القضايا ببعضها,0
8284,هه هيدي اخطر من كورونا,0
8285,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة اغسل يديك وعقمها باستمرار ابتعد عن اماكن التجمعات لا تقترب من احد واجعل مسافة لا تقل عن مترين وتذكر دايما ان كبار السن واصحاب الامراض المزمنة هم الاكثر عرضة للفيروس ساهم بحمايتهم الوقايه من كورونا كلنا مسوول,0
8286,انا لله وانا اليه راجعون وفاة زوج ابنة عمتي مصابا بفيروس كورونا تاركا اولادا صغارا اقل من سنة نسال الله ان يرحمه وان يلهم ذويه الصبر والسلوان وان يتقبله من الشهداء,0
8287,انا ادعم تطبيق ابشر تطبيق مجاني يخدم المواطن والمقيم ويقدم خدماته بالمجان لاكثر من مليون يستحق ان نشكر القايمين عليه وان ندعمه ضد حملة المقرضين والحاقدين والناقمين فكل نجاح وتميز لبلاد الحرمين يقض مضاجعهم ويلهب صدورهم غيضا وكمدا بلادنا تزدهر وتتقدم في كافة الاتجاهات,0
8288,وزارة الصحة تسجيل وفاة جديدة بفيروس كورونا في الجزاير ارتفاع عدد المصابين بكورونا الى تسجيل اصابة جديدة بفيروس كورونا اجمالي الوفيات بكورونا يبلغ فيروس كورونا اقعد في دارك,0
8289,منك عارف كيف بدك تتبهدل عم تشتري البهدله لحالك مشترى البصله بصله بعمرها ما رح تصير فريزه,0
8290,اليمنيين مثلهم مثل باقي الناس والشعوب ففي كل شعب الصالح والطالح وانا اعرف الكثير من اليمنيين في الرياض وارى انهم من خيرة الناس وهذا لايعني انهم كلهم صالحين ولكن هم كبقية الشعوب كما ذكرت,0
8291,ووقف سموه على اجراءات فحص القادمين والتاكد من خلوهم من اعراض كورونا من خلال اجراء الفحص البصري للقادمين عبر جهاز لقياس درجة الحرارة بالاشعة تحت الحمراء دون التلامس لتقييم الحالات وتقديم الارشادات بالاساليب الصحيحة للوقاية ضمن الاجراءات الوقايية والاحترازية لمنع انتشاره,0
8292,لتجنب الاصابه ب كورونا عليك بالتالي تجنب الاماكن المزدحمه مثل الدوام تجنب المشاوير اللي مالها داعي مثل الدوام تجنب الاماكن المغلقه مثل الدوام,0
8293,ويام وهاب من اشرف الخلق سياسي صريح صادق وطني مخلص,0
8294,من بعد حماري ما ينبت حشيش,0
8295,والله المغاربة والمصريين شعب واحد سواء شجعونا او لا,0
8296,لما يروح الوباء يهديك الله,0
8297,نصيحة احكي مع الرييس ميشال عون او هاجم جبران باسيل مليار دولار جابو من قطر شكرا قطر,0
8298,والله لن ياتي جبران باسيل الى نصف مستوى الشيخ بشير الجميل والرييس كميل شمعون,0
8299,ال مبلشين من الليلة بالحملة ع جبران باسيل ب منا وجر,0
8300,بطاقه اللهم اجعل لكل من ساهم في سداد اونشر هذه الفاتورة من كل هم فرجا ومن كل ضيق مخرجا وارزقه وحرم وجهه عن النار واصلح له النيه والذريه يارب سجين وخرجت بسبب كورونا ومتقاعد واعول اسره كبيره رقم الفاتوره تقبل اي مبلغ ريال ريال الباقي ريال,0
8301,ما لقيت انسان جاهل اكثر من الشخص اللي يقول عن الغزالي صوفي اشعري,0
8302,الفرق شاسع و البون واسع بين السلفيين و المفرقين,0
8303,اكيد حتى جبران باسيل لا يرضى به,0
8304,بل ان من البلاءان يتدخل بنقاش من يدرعم وهو لايعرف نقطةالخلاف فيزيدالطين بلة نقطةالخلاف اسلوب منفعل لمعقدمن النساءسلموه الرد ع شبهات النسويات المتطرفات فقط علمياومنطقيا فقام بتعميق الخلاف وتاكيدالشبهات وبث حقده ع عموم النسويات والنساء ومن يرفق بهن ومن ينصحه,0
8305,الكورونا في اوروبا و في اسراييل و الخليج و الجزاير و السعودية وقفت العمرة خالص لكل الدول و احنا فيه صمت مريب كده مش عارفه ده ثقة و لا غباء ولا مش عارفين اصلا,0
8306,تملك العقار و حرية التنقل و تاسيس نشاط تجاري خاص من بنود نظام الاقامة المميزة لغير السعودي يعني ممكن نشوف مطاعم المثلوثة و البقالات ومحلات الكفرات باسم ملاكها الفعليين,0
8307,فيروس كورونا المستجد اللهم اكفنا شر البلاء والوباء والهمنا الصبر فليس لنا قوه ولاحيله ولا حول ولا قوة الا بك اللهم نسالك اليسر بعد العسر فاحفظنا بعينك التي لا تنام واحفظ بلادنا يارب,0
8308,اني عباس علي النعيمي اعلن تطوعي للعمل لخدمة الشعب العراقي في حال استدعت الظروف اي عمل تطوعي مهما كان فيه مصلحة عامة وخصوصا لا قدر الله انتشار فيروس كورونا في اي مكان انا متطوع اذا احتاج العراق يد عاملة لتوزيع حاجيات المواطنين تحت الحجر الصحي من اكل وشرب وغيره النعيمي,0
8309,ادعو ام ابي هريرة الى الاسلام فتابى علي واني دعوتها اليوم فاسمعتني فيك ما اكره فادع الله ان يهدي ام ابا هريرةالى الاسلام فقال,0
8310,افحمتني يا محمد هيدي جملة من الانجيل يعني عالقليلة معترف فينا مش متل غيرك بس يا ريت بتقرا,0
8311,خلونا نخلص من كورونا والعلم عند الله,0
8312,ربي اغفر لي ولوالدي ولاخواني وجميع المسلمين والمسلمات انك انت الغفار الكريم تاملات تويت تاملات,0
8313,شيخ عقل في دويلة حزب الله وليس في دولة لبنان,0
8314,العاصوف اطلق منه حقين الثرونز بدون طق,0
8315,هاذا مستوا بعض لناس ما بيعرفو انو كل شريف ومحب مكروه من رعاة لقطعان و ملوك لفساد,0
8316,ما تكون متل جبران باسيل,0
8317,جبران باسيل ملك التعطيل,0
8318,كل من يفصل بين الرييس ميشال عون والوزير جبران باسيل اراه واهما,0
8319,الحمدلله عسى يروح ذا الوباء وترجع الحياه مثل اول,0
8320,للوقاية من الفايروس غسل اليدين بالماء والصابون عند السعال والعطس ضرورة استخدام منديل لتغطية الفم طهي اللحوم والبيض بشكل جيد تجنب الاحتكاك المباشر مع من تظهر عليه اعراض المرض يجب عدم الاحتكاك بالحيوانات في المناطق التي تظهر فيه الكورونا,0
8321,يا رجل خليهن ورى امريكا لو لحقوا الصين مشان المصاري وصاروا يمشوا على الستانداردز تبعها بحقوق الانسان ما عاد تلاقي لا تويتر ولا حذيفة يغرد عليه,0
8322,اللهم بشرنا بزوال هذا الوباء وارفع عنا هذا الابتلاء وطهر الارض منه واشفي مرضانا ومرضي المسلمين والعالم اجمع انك الغفور الرحيم اللهم قلت وقولك الحق وماكان الله معذبهم وهم يستغفرون فاللهم نستغفرك ونتوب اليك من جميع الخطايا يارب وباء كورونا,0
8323,من جد رغم حبنا السومه بس الترف ذا غلط تبغى تنتقل الله يستر عليك كفيت ووفيت نجم كبير دخلت قلب كل اهلي احترم عشقه الشعار شفت اجانب النصر يبكون عند الفوز وانت ترمي الشعار وانت مهزوم للاسف خسرت الشيالكثير بهذا التصرف فى حق الملكي الراقي,0
8324,هه هه هه هه هه هه هه هه هرمون الطز مرتفع عندو كورونا,0
8325,يتوجه وزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل الى سويسرا للمشاركة في منتدى دافوس الاقتصادي,0
8326,فقدت السيطرة على حياتي وموسف,0
8327,الوقاية خير لك لانك معندكش علاج عندما تحتنق بسبب كورونا سيقومون بادخال تلك القطعة المعدنية فى حلقك لتوسيع الحلقوم بعدها يدخلون ذلك الانبوب ليصل الى رييتك ويضخون الاكسجين البارد فيهما بعدها تصاب بصداع شديد من صوت الفلتر الاكسجين لتجنب كل هذا ابقي فى منزلك خليك في حوشك,0
8328,عقبال ما معلمك يلحق لي سبقو,0
8329,حرام بوجع القالب سليمان الصغير وصلوا لمفرق قصر بعبدا ورجعو عملو ورقه بيضا حرام ببكي ما في غ,0
8330,شركتا فايزر وبيونتيك تعلن ان لقاحها ضد فيروس كورونا فعال بنسبة,0
8331,ما اتخيل عدد القصمان اللي كسرت قلوبهم,0
8332,عودة القذافي من شقة بالقاهرة يخطط انصار سيف الاسلام لتنصيبه رييسا والامم المتحدة توفر لهم الوسيلة,0
8333,جبران باسيل ممكن يبيع البلد كرمال مصالحو الخاصة,0
8334,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم قل ان هدى الله هو الهدى ولين اتبعت اهواءهم بعد الذي جاءك من العلم ما لك من الله من ولي ولا نصير البقرة اية,0
8335,منو يقول انه شيعي و عن الكلام هذا الرجال سني من اهل السنة والجماعة,0
8336,والله خرجوا بيساهل,0
8337,يجب غسل اليدين للوقاية من فيروس كورونا قبل واثناء وبعد اعداد الطعام قبل تناول الاطعمة بعد السعال او العطس قبل وبعد رعاية شخص مريض بعد استخدام المرحاض بعد لمس الحيوانات بعد لمس القمامة وبعد تغيير حفاض الاطفال,0
8338,الجزاير دواء كلوروكين تقارير ايجابية حول فاعلية البروتوكول في علاج المصابين بفيروس كورونا,0
8339,رغم كل الاخبار السيية عن فايروس كورونا الا ان فيه خبر حلو بالنسبه لمطنقتنا بعض العلماء يرجحون ان الفايروس سيختفي مع حلول الصيف لانه لا يستطيع العيش في الاجواء الحارة والله يشافي المرضى ويكفينا,0
8340,اللي بشوف وزراء صحة غيره بيهون عليه وزير الصحة تاعه لا داعي للهلع سنموت بعد قليل كورونا لبنان لبنان يتكروان,0
8341,لو مضطر تنزل وتتعامل اليومين دول يبقي تاخد حذرك ومتنساش تقول الدعاء ده وانت خارج تحصنت بذي العزة والجبروت واعتصمت برب الملكوت وتوكلت علي الحي الذي لا يموت اللهم اصرف عنا هذا الوباء وقنا شر الداء ونجنا من الكورونا والبلاء بلطفك ومنك وكرمك يا لطيف يا خبير انك على كل شي قدير,0
8342,فليعلم المظلل ان الحقيقة ستظهر والقاتل ومن خلفه الى غياهب السجون,0
8343,اذا ما استطاع المتدين التعبير عن معاناة الملحد في مجتمع يمارس الدين او ان يعبر الملحد عن معاناة المتدين في مجتمع,0
8344,لو هو يهودي ماينفع تطقطق كذا تسيء لدولتك قبل لاتسيء له,0
8345,الجزاير اصابة جديدة بفيروس كورونا و حالة وفاة,0
8346,ع اساس بيروت ناطرة اشارة منك لتستقبل امير قطر او غيره,0
8347,قرار اسقاط الولايه بعد ال لو اوصل من العمر ما اعيش في دنيتي من غير حس رجال,0
8348,كرمال تزيد نسبة المشاهدة ما عندكن حل غير تحكوا عن جبران باسيل,0
8349,تركو تركو قاعد بقلب لخسة,0
8350,تعلن وزارة الصحة عن وفاة مقيم مصاب بمرض كورونا كوفيد ويبلغ من العمر ثلاثة واربعين عاما ليبلغ عدد الوفيات من هذا المرض بالسلطنة عشرين وفاة وتتقدم وزارة الصحة الى ذوي الفقيد بخالص العزاء والمواساة سايلة الله سبحانه ان يلهم اهله وذويه الصبر والسلوان,0
8351,اللهم زدهم ولا تنقصهم واخرج منهم اهل السنة سالمين زلزال ايران,0
8352,لول شو بس بداريا معتدين روح فرجي اصحابوا كيف معتدين على نهر العاصي و الليطاني,0
8353,وحدووه,0
8354,ياجماعة جنبولاد دخلتو عتبة العار والعيب استحو عاحالكم بقا حاج مسترخصين الدم النقي الي نزل من الشهيد,0
8355,عاجل كورونا يعلن مغادرته لبنان بشكل نهايي والسبب الله لا يعلق حدا بلسان اللبنانية فيروس كورونا سنموت بعد قليل لا داعي للهلع لبنان وزارة الصحة كورونا,0
8356,الطرح الجديد من معالي الوزير جبران باسيل حكومه بكون فيها وزراء من اخوانا السنه وهيك بيعطوا الوزير السابع للقاء التشا,0
8357,من المنتظر ان يتم اليوم الفصل في تمديد الحجر الصحي في الجزاير او رفعه الجزاير فيروس كورونا حجر منزلي,0
8358,الكويت استقبلت امس مواطنا تم اجلايهم من لبنان و مصر و البحرين حيث سيقضون فترة الحجر الصحي الالزامي حتى التاكد من خلوهم من الاصابة بفيروس كورونا,0
8359,جداتي قلتلها راهي دخلت الكورونا للجزاير قاتلي ضرك يدوها غير صحاب المعريفة ولكتاف حنا ماطيرلنا والو,0
8360,بعد فايزر بايونتيك وموديرنا اعلنت استرازينيكا وجامعة اكسفورد الاثنين النتايج الاولية للمرحلة الثالثة من التجارب البشرية على لقاحهما والتي بينت انه فعال بنسبة تتراوح بين و بالمية لقاح فيروس كوفيد مخابر منظمة الصحة العالمية الفقر,0
8361,عزيزي ويام شو يعني رعديدا,0
8362,لا الحنيذ معروف سعودي جنوبي لكن المندي حضرمي,0
8363,الشروع في استخدام دواء جديد لفيروس كورونا في الجزاير,0
8364,جبران باسيل وزير لبناني او وزير في الحكومة السورية اصبح سوري اكثر من السوريين انفسهم امره عجيب غريب,0
8365,هه وليش با تتحرك القبايل للدفاع عن عدن وقوات المجلس الانتقالي والاحزمة مسيطرة عليها عجيب امرك اخي عادل هه,0
8366,الامام مالك بن انس صاحب المذهب رحمه الله ابو عبد الله مالك بن انس بن مالك بن ابي عامر الاصبحي الحميري المدني ه م فقيه ومحدث مسلم وثاني الايمة الاربعة عند اهل السنة والجماعة وصاحب المذهب المالكي في الفقه الاسلامي اشتهر بعلمه الغزير وقوة حفظه للحديث النبوي,0
8367,وهاب الاستفراد بالتعيينات ومرحلة الغاينا انتهيا,0
8368,ثم تابع قطار الموامرات والكوارث ليواصل مسيره ليصل الى مبادرة الامير عبد الله بن عبد العزيز ولى العهد السعودى والحاكم الفعلى للرياض اواسط عام ليعرض التطبيع الكامل مع اليهود والاعتراف الكامل بدولة اسراييل مقابل مااحتلته سنة م متنازلا عن باقى فلسطين تابع,0
8369,هل تعلم بان معضم الفلسطينين لا يعرفون بانهم ينحدرون من منبري الاموري ويعتقدون ان جدهم ابراهيم اسحاق ابو الانبياء الوحيد و يعقوب ابو اليهود,0
8370,مرة مرتو لزكربرغ حبت تمزح معو خبتلو ال تيشرت الرمادية,0
8371,نصايح مهمة لتفادي الاصابة بفيروس كورونا,0
8372,بدا استخدامو عدنا في الجزاير وماتو اليوم اربعة هدا فيروس ثاني مش لقاح,0
8373,اوباما تناقل خبر ان جده شيعي لهذا تم تسمية باراك حسين اوباما,0
8374,الجزايريين عندهم عزة نفس وناس ماتحب التزلف والمراوغة والنصب نساء الجزاير سطرن اروع الامثلة ورجالها لايقلون شينا عنهن شعب راقي,0
8375,زينة المراءه في قلبها والروح الطيبه,0
8376,عالحق ما حقها شي تحياتي,0
8377,هذا المشروع يعتدي على الاملاك النهرية في منطقة داريا ودون اية رخصة سوى تشبيح عماد عثمان لذا اطالب الرييس علي ابراهيم بالتدخ,0
8378,جبران باسيل يغرد خارج السرب التطبيع مع الكيان الغاصب خيانة عظمى,0
8379,هزه ارضيه بالكويت والعراق اللهم احفظ اهل السنة,0
8380,يا اخوتنا في لبنان كونوا على حذر من مدبر الفتن في الدول العربية,0
8381,والله السفر بدون ماتشاورين احد زين ولكن المشكله مو هنا المشكله اذا رجعت من السفر ورحت لبيتنا عاد ابيه يضفني بيشوتوني اهلي وبيقولون خلي اسقاط الولايه تنفعتس اقرار اسقاط الولايه بعد ال,0
8382,اطال الله بعمر شيخ العقل ونعتز بمشاركته في القمة,0
8383,صدقيني هناك التفاف شعبي جنوبي كبير حول الانتقالي ولا يوجد القليل من البلاطجه او الغلاباء يتم شرايهم بالمال,0
8384,يع متى يروح كورونا,0
8385,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة اغسل يديك وعقمها باستمرار ابتعد عن اماكن التجمعات لا تقترب من احد واجعل مسافة لا تقل عن مترين وتذكر دايما ان كبار السن واصحاب الامراض المزمنة هم الاكثر عرضة للفيروس الوقايه من كورونا صحة حايل,0
8386,كلام جميل جدا من نيزك كتب الله اجرك ورفع ذكرك وحفضك واهلك من كل سوء وبارك الله في علمك وعملك قطع شريان النسويات,0
8387,النهفة انو باسيل بالمقابلة قال انو اسراييل لا تحترم القرار بينما لبنان تحترمه,0
8388,اهل السنة ايضا يكفرون النواصب اذا كنت لا تعرف ذلك فالناصبي هو من كان يتقرب الى الله بكره اهل البيت و شتمهم و حتى قتلهم,0
8389,اتساءل ما الذي اصاب الجزايريون وما هي الصدمة التي تلقتها قلوبهم حتى اصبحوا لا يخافون شيء فالعالم كله خايف من فيروس كورونا الا الجزاير تضحك عليه هل حقا هذا الشعب عانى في حياته لدرجة انهم يرون الموت والحياة هم وجهان لعملة واحدة الحراك مستمر كورونا,0
8390,هه واحد يقول حسبي الله على كورونا كل ماشفنا دوريه واحنا منزلين الكمام نرفعه بسرعه حسيت بشعور الحريم اللي اللي اذا شافو رجال تغطوو بسرعه شر البلية ما يضحك هه,0
8391,انا الموقع ادناه ومن موقعي هذا اصرح بانني لست مسوول عن عدم مشاركة الروساء الى القمه لا من قريب ولا من بعيد,0
8392,مصطلح كافر في غير موضعه والانسب غير مسلم لانه تشمل المسيحي واليهودي والبوذي والكافر ايضا,0
8393,الحين لو دخلت بكره مجلس الحريم غلط عادي,0
8394,الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم اهله وذيه الصبر والسلوان انا لله وانا اليه راجعون الله يستر على جميع امة محمد ويبعد عنا كل مكروه يارب ان شاء الله يروح هذا الوباء عن قريب,0
8395,الكمامة تمنع تناثر الرذاذ عند العطس او السعال التزم بارتدايها لحماية نفسك ومن حولك من الاصابة بيروس كورونا المستجد كوفيد فيروس كورونا,0
8396,من كان بيته من زجاج فلا يرمي الناس بالحجر المخبراتي والازعر لا يحق له الكلام,0
8397,ان تشرب قهوة مع صديقك اليهودي ثم تذهبان لزيارة صديقكم الملحد فتلقيان التحية على بايعة الورود الهندوسية فتجدان المسلم يمازح المسيحي والشيعي يصلح ماذن مسجد السني هل سيغضب الله لو فعلتم هذا هل سيغضب الله ان حذفتم من الحرب راء,0
8398,بريد الصفحة احتجاج للحصول على السميد في بريكة الجزاير كورونا كوفيد ريح في دارك اقعد في دارك الحجر المنزلي الحجر الصحي,0
8399,نمر في حديقة حيوان برونكس نيويورك اظهرت نتايج المختبر اصابته من كورونا هذا هو اول حيوان مصاب فيروس كورونا,0
8400,سلمت و سلم لسانك,0
8401,وفيات كورونا رحمه الله وغفر له والهمكم وذويكم الصبر والسلوان,0
8402,مش معقول شو بيشبهك هالبوست,0
8403,حب الاخ يفوق اتساع المدى اللهم احفظ لي اخواني من اي مكروه يارب,0
8404,موقفكم من السعودية يدعو للعجب لكن تظل النوايا السليمة تربح,0
8405,متقلة طعمية وفول المدام ما فيا تنحني,0
8406,بالنسبه لي الشعب السعودي اكثر شعب مضحك وكذلك شباب الامارات جلستهم حلوه وسوالفهم تضحك مرره والكويتيين كذلك حتى المصريين وايد ناس منكتين ودمهم خفيف بغض النظر عن الجنسيه يعتمد على الشخص وطبيعته,0
8407,الانباء عضو هيية كبار العلماء عبدالله المنيع لامانع من الصلاة في كنايس النصارى واليهود,0
8408,كنت احسبك بتقول عيدروس ولا شلال خان قلت طارق عفاش,0
8409,علي قول اخوانا المصرين من بقك ولى باب السماء لكن تكفون يا اهل النخوة والفزعه لا تتركونا حتي تزين امورنا وقوفكم معنا هو دعم لى استقرارنا عاد طلبناكم وانتم ما خاب من طلبكم لا تتركونا في وسط الطريق مالنا الا الله ثم السعودية العظمى,0
8410,ولن ترضى عنك اليهود والنصارى حتى تتبع ملتهم,0
8411,زين ساتقبل منكم ان الجمل حيوان من فية الطيور وان الفتاة ليست معنفة ولا مظلومة ومرتدة وزنديقة ولكن كم في السعودية من فتاة ليست بمقهورة ومكبوتة ومحرومة من ابسط حقوقها في العيش بحرية ومن ترى انها غير ذلك في المملكة فالترفع يدها وتقول ها انا ذا فتاة تايلاند,0
8412,يا استاذ ويام لم يكن الربيع العربي حكر على دولة قطر انما كان بقيادة اميركا واوروبا و بتنفيذ سعودي امارا,0
8413,طبعا جبران باسيل ولا مجال للمقارنة مع اي شخص اخر,0
8414,الجهابذة اللي عم يطالبو بتقديم دعوى وهيدا مش اخبار يا بطاريق عثمان,0
8415,مستحيل ادخل تويتر ولا اسمع احد يسب القصمان كثرتو ترانا بشر مثلكم,0
8416,خايفه يجيبو لقاح كورونا وما يكفي يقومو يزيدو ماي حكومتنا وبعرفا,0
8417,شميت عطر في محل العطورات هلت دموعي والغلا يحتويني سالني العطار وشبك سلامات قلت العطر رشيت به وسط عيني وبس ارتاحو مافي رومنسيه الدنيا كورونا,0
8418,هالسنه تمكين المراءة والنصر الله اللي عزهم مالنا منه,0
8419,وكما قيل كل الذي بيننا شارعين و قبيلة,0
8420,منهو اليهودي الي لعب علينا وقال انه هداف العالم النصر التعاون,0
8421,مجففات الايدي ليست فعالة في القضاء على فيروس كورونا المستجد لحماية نفسك من الفيروس الجديد يجب المداومة على تنظيف اليدين بفركهما بواسطة مطهر كحولي او غسلهما بالماء والصابون,0
8422,كورونا ما قعدهم تبون البرد يقعدهم البرد جاكم اقعدوا ببيوتكم,0
8423,اختلفنا ام اتفقنا ان لايوجد في اهل السنة من يقاوم المشروع الشيعي في المنطقة غير داعش وللاسف كل دويلات المحسوبة علي السنة تدعم المشروع الفارسي عبر قتالها داعش,0
8424,يعني التيار سوه حمله ضد كورونا انت كورونا لا انت صانع كورونا لا عندك مصنع علاج لكورونا وجاي تبيعه وتريد الفايروس ينتشر والصدرين كطعو رزقك لا لعد ليش ضايج هي وليد السفاره متحزمين ويا الصدر,0
8425,احسن شي هالايام تدخل مصعد ومترووس ناس وتعطس فيه وتقول الله يلعن الساعه اللي رحت فيها الصين,0
8426,السعيدي ما خان ب اشياء كثيره و شلون بيخونج على مساله حب دامج عشقتي سعيدي يا مثيره لا تسالين ليا حكم قلبج الصعب قبلج حكمو نجد وسط الجزيره وين الغرابه ليا حكم السعيدي قلب,0
8427,والداهما جاءا من تركيا تعرف على الزوجين خلف لقاح كورونا مع اعلان شركة فايزر وشريكتها بيونتك ان لقاحهما التجريبي للوقاية من مرض كوفيد فعال باكثر من يبرز اسم مدير بيونتك اوغور شاهين وزوجته اوزليم توريتشي فريق الاحلام فمن هما,0
8428,هل بناتك تدرس مع الاولاد جارالله القحطاني جبنىا لكم من ناحيه تربويه يمكن يفيد فيكم وتلغون القرار دمج الصفوف الاولية,0
8429,لا تستعجلون بالحكم على احد دون التاكد من مصدره والاستماع من الطرفين طبيب اجنبي يتهجم علي ممرضه,0
8430,لا ولايه علي سفر المراه شكلي وانا مستانسه لخواتي الكبار بس داريه انهم بيسحبون علي,0
8431,كان مورينهو قال مره المدرب اخره مواسم مع اي نادي عشان يشتغل بنفس الكفاءه القنون ده مع فيجنر كان سنه بس هوا جاهز فشخ يسمكنا تاني بس مش راضي,0
8432,مع فجر يوم عرفه اللهم انا نسالك ان ترفع عن وطننا الجزاير البلاء و الوباء و ان تحفظ المسلمين وعايلتي واهلي من كل سوء و مكروه و شر,0
8433,نحن نعمل ضد جبران باسيل لانه العدو الاكبر للمسيحيين في لبنان,0
8434,انااحس هذي القرارات لا تقدم ولا تاخر للناس اللي متفهمه ومو متشدده تشدد يخلي الواحد يتلهف ع اي شي الكبت حتى لو هي مو مستفيده مع الخيل يا شقرا وبالنهايه دا شي واضح بالدين الولي بس انها مفيده لبنات كثير زي اللي ماعندهااهل اللي تبغا تدرس اللي تبغاتشتغل لا ولايه علي سفر المراه,0
8435,نحن دايما نتقلب في نعم الله فتارة يسر و تارة عسر وكلاهما نعمة ففي اليسر يكون الشكر وسيجزي الله الشاكرين و في العسر يكون الصبر انما يوفى الصابرون اجرهم بغير حساب اللهم لك الحمد في السراء والضراء عمان مستعدة كورونا فيروس كورونا,0
